"Product URL rewrites","Product URL rewrites"
"Indexed Product URL rewrites association","Indexed Product URL rewrites association"
"Category URL rewrites","Category URL rewrites"
"Indexed Category URL rewrites association","Indexed Category URL rewrites association"
"Cms Page URL rewrites","Cms Page URL rewrites"
"Indexed Cms Page URL rewrites association","Indexed Cms Page URL rewrites association"
